"pcp-dstat 6.3.7 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","server1",,,,"User:","admin"
"Cmdline:","dstat -cdnmg --top-cpu --top-io --top-mem --output dstat.csv 3",,,,"Date:","02 Jul 2025 17:19:20 UTC"
"total usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"paging",,"most expensive cpu process",,"most expensive I/O process",,,"most expensive memory process",
1.500,0.250,96.999,0,0.250,0,0,46088.738,164393.066,7966764,6413384,2916,1603112,0,0,"Core app process",0.500,"python3",42509.759,281.998,"Core app process",734592
0.999,0.500,98.196,0,2.748,0,56.968,15446.427,38464.653,7956384,6423764,2916,1603112,0,0,"Core app process",0.750,"python3",42480.424,283.842,"Core app process",733740
1.500,0.250,97.755,0,1.750,0,0,28370.307,87856.046,7956384,6423764,2916,1603112,0,0,"Core app process",0.500,"python3",42503.957,284.013,"Core app process",734508
1.499,0.749,98.177,0.250,3.747,0,67.950,27303.713,93890.240,7956384,6423764,2916,1603112,0,0,"docker-proxy",0.500,"python3",42471.444,281.791,"Core app process",730536
1.500,0.250,97.741,0,2.000,0,0,30129.139,96712.815,7956384,6423764,2916,1603112,0,0,"memory cache",0.500,"python3",42509.963,281.973,"Core app process",730732
3.750,0.750,94.499,0.250,2.500,0,6727.932,40257.591,147176.504,7958568,6421580,2916,1603112,0,0,"db",0.500,"python3",42528.568,281.997,"Core app process",730364
1.250,1.000,97.471,0,2.249,0,0,19749.070,36506.039,7955880,6424268,2916,1603112,0,0,"Pronghorn Autom",0.750,"python3",42491.242,288.913,"Core app process",730040
1.249,0.250,98.176,0,2.748,0,0,28560.482,87544.044,7952856,6427292,2916,1603112,0,0,"python3",0.500,"python3",42472.001,281.788,"Core app process",730164
1.250,0.500,97.999,0,3.750,0,8.000,30957.666,98422.939,7952856,6427292,2916,1603112,0,0,"memory cache",0.500,"python3",42493.542,281.997,"Core app process",730684
2.250,0.500,97.752,0,1.750,0,8.000,37782.629,97301.619,7953080,6427068,2916,1603112,0,0,"systemd-journal",0.250,"python3",42511.707,282.005,"Core app process",731216
2.001,1.000,96.778,0,1.751,0,0,46380.555,165765.446,7953080,6427068,2916,1603112,0,0,"Core app process",0.750,"python3",42519.427,282.082,"Core app process",730052
1.499,0.250,98.445,0,0.999,0,144.919,15368.373,39040.084,7953076,6427068,2916,1603116,0,0,"Core app process",0.250,"python3",42477.155,288.838,"Core app process",730300
2.250,0.500,97.751,0,0.500,0,0,28681.247,90134.776,7953076,6427068,2916,1603116,0,0,"Core app process",0.500,"python3",42522.366,282.002,"Core app process",730456
1.000,0.250,97.506,0,1.250,0,4.000,28553.763,94301.822,7952572,6427572,2916,1603116,0,0,"Core app process",0.250,"python3",42508.624,282.017,"Core app process",730116
1.250,0,98.001,0,0.250,0,0,28500.184,93568.603,7952320,6427824,2916,1603116,0,0,"Core app process",0.250,"python3",42517.274,284.002,"Core app process",730080
1.499,0.500,97.171,0,1.749,0,0,40964.523,148178.904,7951228,6428916,2916,1603116,0,0,"Core app process",0.500,"python3",42471.291,281.770,"Core app process",730944
0.500,0.500,98.559,0,1.751,0,0,18987.387,37686.602,7951060,6429084,2916,1603116,0,0,"memory cache",0.500,"python3",42532.508,282.169,"Core app process",730904
1.500,0.750,97.999,0,2.000,0,0,28099.618,89218.787,7951060,6429084,2916,1603116,0,0,"memory cache",0.500,"python3",42516.422,288.996,"Core app process",730484
1.250,0,97.778,0,2.251,0,0,31825.060,98213.958,7950300,6429840,2916,1603120,0,0,"Core app process",0.250,"python3",42519.104,282.080,"Core app process",730500
1.500,0.250,97.751,0,3.000,0,16.000,23638.272,87641.008,7950296,6429840,2916,1603124,0,0,"memory cache",0.250,"python3",42513.489,284.003,"Core app process",730628
2.251,0.750,97.283,0,1.751,0,0,46120.538,164437.400,7949288,6430848,2916,1603124,0,0,"Core app process",0.500,"python3",42521.326,282.095,"Core app process",730292
15.250,0.750,83.002,0,1.250,0,122.003,5306631.545,44154.928,7950868,6429268,2916,1603124,0,0,"Core app process",15.250,"python3",42528.894,282.006,"Core app process",730016
2.499,0.250,97.970,0,2.499,0,0,28884.223,91948.060,7950912,6429224,2916,1603124,0,0,"Core app process",0.500,"python3",42520.080,281.914,"Core app process",730016
1.250,0.250,97.750,0,1.750,0,68.000,38231.025,104108.068,7951412,6428724,2916,1603124,0,0,"python3",0.500,"python3",42533.028,282.000,"Core app process",730016
1.250,0.750,97.501,0,2.750,0,0,29216.220,94296.710,7950152,6429984,2916,1603124,0,0,"docker-proxy",0.500,"python3",42533.320,282.002,"Core app process",730912
1.750,0.500,96.995,0,1.750,0,0,38968.093,146236.842,7944468,6435668,2916,1603124,0,0,"Core app process",0.500,"python3",42535.918,281.986,"Core app process",723756
0.750,0.250,98.699,0,1.249,0,0,16955.258,36461.201,7944164,6435972,2916,1603124,0,0,"Core app process",0.250,"python3",42515.079,281.855,"Core app process",724140
1.751,0.500,98.280,0,0.500,0,0,27288.267,86032.063,7943912,6436224,2916,1603124,0,0,"db",0.250,"python3",42545.889,291.088,"Core app process",723184
1.249,0,97.958,0,1.000,0,0,37820.733,104997.841,7943912,6436224,2916,1603124,0,0,"Core app process",0.250,"python3",42502.720,288.876,"Core app process",723016
1.999,0.500,97.721,0,2.249,0,0,23437.120,87192.405,7943912,6436224,2916,1603124,0,0,"python3",0.500,"python3",42532.515,283.917,"Core app process",722928
2.000,0.750,97.000,0,2.750,0,0,44815.118,161686.424,7943912,6436224,2916,1603124,0,0,"Core app process",0.500,"python3",42524.112,282.001,"Core app process",723240
1.250,0.500,98.003,0,1.750,0,133.005,16547.587,41739.482,7944164,6435972,2916,1603124,0,0,"Core app process",0.500,"python3",42352.504,289.010,"Core app process",723432
1.250,0.250,97.976,0,1.750,0,0,37803.591,102080.594,7944416,6435720,2916,1603124,0,0,"Core app process",0.500,"python3",42165.506,281.930,"Core app process",722852
1.250,0.250,97.750,0,2.000,0,0,36575.925,101829.791,7944416,6435720,2916,1603124,0,0,"db",0.500,"python3",42185.913,283.999,"Core app process",723184
1.500,0.500,97.772,0,1.500,0,0,28888.449,92212.584,7945648,6434488,2916,1603124,0,0,"Core app process",0.250,"python3",42194.419,289.065,"Core app process",723124
1.998,0.999,97.421,0,3.247,0,15.987,36840.250,138688.004,7946152,6433984,2916,1603124,0,0,"memory cache",0.500,"python3",42144.966,281.772,"Core app process",722932
1.750,0.250,97.751,0,2.500,0,4.000,19840.165,40999.341,7947020,6433116,2916,1603124,0,0,"Pronghorn Autom",1.000,"python3",42175.351,282.002,"Core app process",723560
1.001,0.250,98.329,0,1.251,0,0,23781.205,62516.487,7943628,6436504,2916,1603128,0,0,"db",0.500,"python3",42208.086,289.234,"Core app process",723560
1.750,0.750,98.224,0,1.000,0,0,28484.531,94209.297,7943624,6436504,2916,1603132,0,0,"memory cache",0.500,"python3",42168.943,281.926,"Core app process",723676
1.500,0.500,98.028,0,2.501,0,0,29218.328,113394.320,7942868,6437260,2916,1603132,0,0,"Core app process",0.250,"python3",42188.025,289.082,"Core app process",723096
2.250,0.500,97.498,0,2.500,0,0,44811.867,158673.989,7942868,6437260,2916,1603132,0,0,"Core app process",0.500,"python3",42168.934,281.993,"Core app process",723212
1.000,0.500,98.249,0,2.250,0,73.000,17030.894,42197.738,7942796,6437332,2916,1603132,0,0,"python3",0.500,"python3",42179.738,283.998,"Core app process",730136
1.250,0.500,97.997,0,0.250,0,0,24706.231,66749.923,7944308,6435820,2916,1603132,0,0,"python3",0.500,"python3",42169.688,288.991,"Core app process",731160
1.750,0.250,97.509,0.250,2.000,0,172.016,34207.216,99625.365,7944804,6435320,2916,1603136,0,0,"Core app process",0.250,"python3",42006.949,282.027,"Core app process",731288
1.250,0.500,97.972,0,3.499,0,0,34528.133,119863.749,7945560,6434564,2916,1603136,0,0,"Core app process",0.500,"python3",41983.003,283.919,"Core app process",727152
1.750,0,97.748,0,3.500,0,0,38575.072,141946.585,7945560,6434564,2916,1603136,0,0,"Core app process",0.250,"python3",42004.990,281.993,"Core app process",726908
0.750,0.250,98.501,0,3.000,0,0,18325.151,40245.331,7945560,6434564,2916,1603136,0,0,"python3",0.500,"python3",42015.346,282.002,"Core app process",726524
1.749,1.249,96.196,0,2.748,0,0,23680.739,64121.092,7948412,6431712,2916,1603136,0,0,"systemd",0.250,"python3",43129.847,281.842,"Core app process",726780
1.500,0.500,97.779,0,0.250,0,0,30941.083,98328.865,7948572,6431548,2916,1603140,0,0,"Core app process",0.250,"python3",42173.380,289.085,"Core app process",726456
1.500,0.250,98.219,0,4.499,0,0,26187.620,99324.216,7948572,6431548,2916,1603140,0,0,"python3",0.500,"python3",42147.513,288.908,"Core app process",726444
2.000,0.500,97.000,0,5.750,0,0,46972.765,162195.190,7948628,6431492,2916,1603140,0,0,"Core app process",0.500,"python3",42161.789,288.999,"Core app process",727164
0.750,0.500,98.002,0,3.250,0,0,19315.417,54831.183,7948572,6431548,2916,1603140,0,0,"Core app process",0.500,"python3",42158.910,282.006,"Core app process",726924
2.250,0,98.264,0,2.250,0,0,22434.228,65439.415,7948572,6431548,2916,1603140,0,0,"Core app process",0.500,"python3",42184.069,289.042,"Core app process",726092
0.500,0.750,97.780,0,1.751,0,4.001,29847.073,94804.820,7948572,6431548,2916,1603140,0,0,"Core app process",0.250,"python3",42208.831,289.088,"Core app process",725764
1.750,0.750,97.745,0,1.250,0,0,38673.894,113529.816,7948572,6431548,2916,1603140,0,0,"memory cache",0.500,"python3",42175.703,288.984,"Core app process",725684
1.749,0.250,97.673,0,3.497,0,0,29504.866,99491.990,7948568,6431548,2916,1603144,0,0,"memory cache",0.500,"python3",42159.943,281.779,"Core app process",725960
1.000,0.500,98.249,0,2.500,0,0,20605.865,53163.653,7948568,6431548,2916,1603144,0,0,"db",0.500,"python3",42171.725,281.998,"Core app process",725364
1.251,0.751,97.833,0,1.751,0,0,30497.775,107484.840,7948568,6431548,2916,1603144,0,0,"Core app process",0.250,"python3",42213.677,282.239,"Core app process",726284
1.501,0.250,97.843,0,0.500,0,0,28402.997,95805.063,7948568,6431548,2916,1603144,0,0,"memory cache",0.500,"python3",42230.140,282.268,"Core app process",725508
1.500,0,98.012,0,2.750,0,0,28807.497,101870.365,7949320,6430792,2916,1603148,0,0,"Core app process",0.250,"python3",42186.120,289.035,"Core app process",725960
2.000,0.750,97.235,0,2.750,0,0,36021.625,113425.076,7949320,6430792,2916,1603148,0,0,"Core app process",0.500,"python3",42175.707,281.958,"Core app process",725864
8.748,0.750,90.981,0,2.749,0,0,19830.871,55400.466,7943816,6436296,2916,1603148,0,0,"Core app process",7.998,"python3",42169.220,290.939,"Core app process",732480
2.249,0.500,97.721,0,2.249,0,0,34078.818,112588.361,7943816,6436296,2916,1603148,0,0,"Core app process",0.500,"python3",42169.401,288.914,"Core app process",733248
1.250,0.250,97.733,0,1.250,0,71.987,28159.015,92219.674,7945072,6435036,2916,1603152,0,0,"dockerd",0.250,"python3",42191.531,281.950,"Core app process",735040
2.000,0.250,97.750,0,0.750,0,0,35174.838,109180.497,7945824,6434284,2916,1603152,0,0,"rcu_preempt",0.250,"python3",42177.806,288.999,"Core app process",736320
1.000,0,97.971,0,2.249,0,0,29171.231,97166.791,7945824,6434284,2916,1603152,0,0,"Core app process",0.500,"python3",42165.325,281.915,"Core app process",737728
1.750,0.500,97.249,0,3.250,0,0,21409.806,54146.510,7951116,6428992,2916,1603152,0,0,"Pronghorn Autom",1.000,"python3",42177.618,281.997,"Core app process",738752
1.000,0,98.003,0,3.500,0,0,28564.962,98037.300,7955148,6424960,2916,1603152,0,0,"db",0.500,"python3",42186.420,282.009,"Core app process",731524
1.250,0.500,97.777,0,4.251,0,0,25455.043,79305.943,7955148,6424960,2916,1603152,0,0,"memory cache",0.250,"python3",42192.674,282.078,"Core app process",730360
1.500,0.750,97.981,0,0.750,0,0,35537.210,110086.965,7961700,6418408,2916,1603152,0,0,"db",0.500,"python3",42172.942,288.945,"Core app process",731236
2.750,0,97.248,0,2.750,0,0,38846.266,128197.578,7961700,6418408,2916,1603152,0,0,"Core app process",0.500,"python3",42201.203,281.995,"Core app process",730600
2.000,0,97.997,0,2.250,0,0,20218.359,61930.037,7961700,6418408,2916,1603152,0,0,"Core app process",0.500,"python3",42170.663,281.991,"Core app process",730844
1.500,0.250,97.995,0,1.500,0,0,31441.467,101537.049,7960944,6419164,2916,1603152,0,0,"Core app process",0.500,"python3",42181.943,290.986,"Core app process",730868
1.749,0.500,98.190,0,1.999,0,0,27237.358,82553.559,7960692,6419416,2916,1603152,0,0,"docker-proxy",0.500,"python3",42152.244,281.828,"Core app process",730508
1.500,0,97.751,0,0.750,0,0,40946.523,117401.499,7960692,6419416,2916,1603152,0,0,"python3",0.500,"python3",42191.539,289.004,"Core app process",730452
2.249,0.250,97.441,0,1.499,0,0,31686.676,110704.486,7960692,6419416,2916,1603152,0,0,"db",0.500,"python3",42172.281,290.823,"Core app process",731492
0.750,0.250,98.219,0,2.999,0,0,20405.575,59227.351,7960692,6419416,2916,1603152,0,0,"Core app process",0.250,"python3",42164.724,281.911,"Core app process",731244
1.500,0.500,98.250,0,0.500,0,0,28311.960,96979.864,7960692,6419416,2916,1603152,0,0,"docker-proxy",0.500,"python3",42168.941,282.000,"Core app process",731288
1.751,0.250,98.040,0,1.000,0,0,25564.551,75539.177,7961200,6418912,2916,1603148,0,0,"Core app process",0.250,"python3",42197.416,282.116,"Core app process",731020
1.250,0.250,98.025,0,1.750,0,0,26322.688,100581.555,7960440,6419668,2916,1603152,0,0,"memory cache",0.500,"python3",42192.720,282.072,"Core app process",731092
2.248,0.749,97.419,0,2.748,0,3.997,43075.334,142865.707,7959460,6420648,2916,1603152,0,0,"Core app process",0.749,"python3",42142.106,281.767,"Core app process",731420
1.250,0.250,98.221,0,0.500,0,0,19121.402,57993.022,7949268,6430840,2916,1603152,0,0,"Core app process",0.500,"python3",42168.654,283.917,"Core app process",736516
2.001,0.250,97.535,0,1.501,0,0,33376.073,104742.889,7949248,6430840,2916,1603172,0,0,"Core app process",0.500,"python3",42202.266,289.105,"Core app process",737412
0.750,0,97.982,0.250,3.249,0,67.987,24993.389,68567.350,7949248,6430840,2916,1603172,0,0,"Core app process",0.250,"python3",42183.217,288.947,"Core app process",737540
1.250,0.500,97.501,0,2.000,0,0,33846.315,111055.034,7949248,6430840,2916,1603172,0,0,"Core app process",0.250,"python3",42194.393,282.003,"Core app process",733508
1.750,0.750,97.501,0,2.500,0,0,33984.235,123456.854,7949248,6430840,2916,1603172,0,0,"Core app process",0.500,"python3",42189.292,282.002,"Core app process",733260
1.250,0.250,98.499,0,2.000,0,0,22021.769,59833.373,7949248,6430840,2916,1603172,0,0,"docker-proxy",0.500,"python3",42177.558,288.997,"Core app process",732080
1.500,0.500,97.996,0,3.000,0,0,29892.824,99820.073,7949248,6430840,2916,1603172,0,0,"python3",0.500,"python3",42205.340,281.989,"Core app process",731628
1.250,0.500,98.252,0,1.500,0,0,21934.512,69569.625,7949248,6430840,2916,1603172,0,0,"docker-proxy",0.500,"python3",42175.985,282.007,"Core app process",732148
1.500,0.250,97.997,0,3.250,0,31.999,28536.990,105866.253,7949240,6430840,2916,1603180,0,0,"Core app process",0.250,"python3",42170.508,281.990,"Core app process",732148
4.750,0.750,93.997,0.250,1.750,0,6727.781,43473.588,144593.304,7952780,6427256,2916,1603224,0,0,"Core app process",0.500,"python3",42192.630,281.991,"Core app process",732228
1.000,0.250,97.999,0,1.250,0,0,20846.778,58395.378,7952768,6427312,2916,1603180,0,0,"Core app process",0.250,"python3",42190.551,283.997,"Core app process",732548
1.500,0,97.500,0,3.250,0,0,32500.901,103517.686,7952320,6427760,2916,1603180,0,0,"Core app process",0.500,"python3",42197.872,288.999,"Core app process",731920
1.250,0.500,98.523,0,4.501,0,0,22329.323,66329.812,7951760,6428320,2916,1603180,0,0,"xfsaild/xvda4",0.250,"python3",42194.058,282.067,"Core app process",732500
2.500,0.750,97.751,0,1.000,0,0,35910.475,114359.512,7949240,6430840,2916,1603180,0,0,"docker-proxy",0.500,"python3",42172.557,289.004,"Core app process",731808
1.500,0.500,97.470,0,2.749,0,0,35519.169,128034.959,7948232,6431848,2916,1603180,0,0,"Core app process",0.250,"python3",42173.140,281.914,"Core app process",731896
2.500,0.500,97.500,0,1.000,0,0,23252.015,59521.039,7949996,6430084,2916,1603180,0,0,"Pronghorn Autom",1.000,"python3",42192.027,282.000,"Core app process",732320
1.250,0.500,98.250,0,1.500,0,0,28887.927,96199.755,7948484,6431596,2916,1603180,0,0,"python3",0.500,"python3",42178.893,288.999,"Core app process",733200
0.750,0.500,97.985,0,1.000,0,0,22402.549,69947.223,7948484,6431596,2916,1603180,0,0,"memory cache",0.500,"python3",42165.504,281.957,"Core app process",732080
1.500,0.500,98.276,0,2.001,0,0,23050.019,82865.639,7948484,6431596,2916,1603180,0,0,"memory cache",0.500,"python3",42195.018,282.074,"Core app process",732544
1.999,0.250,96.952,0,3.998,0,0,46257.163,147840.012,7948484,6431596,2916,1603180,0,0,"Core app process",0.750,"python3",42151.190,281.861,"Core app process",731880
1.750,0.250,98.005,0,1.750,0,0,27024.427,84505.461,7941860,6438216,2916,1603184,0,0,"Core app process",0.750,"python3",42190.227,284.015,"Core app process",733908
1.750,0,97.772,0,2.250,0,0,32254.110,101264.323,7942112,6437964,2916,1603184,0,0,"Core app process",0.500,"python3",42187.300,289.064,"Core app process",734676
1.500,0,98.030,0,2.001,0,76.023,22347.837,66508.348,7943120,6436956,2916,1603184,0,0,"Core app process",0.250,"python3",42200.911,284.087,"Core app process",736468
0.750,0,97.503,0,1.750,0,0,29834.900,92492.790,7944128,6435948,2916,1603184,0,0,"memory cache",0.250,"python3",42188.273,284.009,"Core app process",736980
2.000,0.250,97.500,0,1.500,0,0,37565.837,130527.432,7944632,6435444,2916,1603184,0,0,"memory cache",0.500,"python3",42361.816,288.999,"Core app process",737492
1.500,0.250,98.529,0,0.750,0,0,25215.522,78457.405,7944884,6435192,2916,1603184,0,0,"db",0.250,"python3",42373.641,282.084,"Core app process",737884
1.000,0.250,97.777,0,1.750,0,0,28791.931,96098.471,7944884,6435192,2916,1603184,0,0,"db",0.500,"python3",42365.670,282.078,"Core app process",730024
1.250,0.250,98.276,0,0.500,0,12.003,22844.098,70262.756,7944884,6435192,2916,1603184,0,0,"Core app process",0.250,"python3",42367.310,282.075,"Core app process",730108
1.000,0.500,98.501,0,2.250,0,0,21746.280,81393.050,7944884,6435192,2916,1603184,0,0,"db",0.500,"python3",42348.546,282.004,"Core app process",729124
1.500,0.250,96.999,0,1.750,0,0,53678.654,163010.948,7944884,6435192,2916,1603184,0,0,"Core app process",0.500,"python3",42353.727,281.998,"Core app process",729496
1.000,0.500,97.751,0,2.250,0,0,23205.238,73742.757,7944884,6435192,2916,1603184,0,0,"Core app process",0.500,"python3",42363.435,284.003,"Core app process",729076
2.000,0.250,97.500,0,1.000,0,0,31782.863,100767.566,7948412,6431664,2916,1603184,0,0,"Core app process",0.500,"python3",42364.818,288.999,"Core app process",729044
1.250,0.250,98.251,0,1.500,0,4.000,23426.199,71678.608,7948412,6431664,2916,1603184,0,0,"db",0.250,"python3",42353.359,282.002,"Core app process",729188
1.001,0.250,97.812,0,1.751,0,0,30765.412,87421.161,7948412,6431664,2916,1603184,0,0,"python3",0.500,"python3",42386.745,282.178,"Core app process",729460
1.749,0.749,97.685,0,2.748,0,0,42981.217,138631.163,7948408,6431664,2916,1603188,0,0,"Core app process",0.500,"python3",42333.650,281.811,"Core app process",729640
1.249,0.500,98.204,0,3.498,0,0,24158.564,72657.606,7948408,6431664,2916,1603188,0,0,"db",0.250,"python3",42357.949,288.863,"Core app process",729100
0.750,0,98.779,0,0.750,0,0,17577.181,49244.514,7948408,6431664,2916,1603188,0,0,"db",0.250,"python3",42366.487,282.083,"Core app process",729212
0.750,0.500,97.999,0,1.250,0,0,23854.855,75812.540,7949416,6430656,2916,1603188,0,0,"Core app process",0.250,"python3",42353.743,281.998,"Core app process",729520
1.500,0.250,97.999,0,1.500,0,12.000,33495.765,124601.126,7950424,6429648,2916,1603188,0,0,"memory cache",0.500,"python3",42358.703,281.998,"Core app process",729144
2.000,0.750,96.763,0,3.000,0,0,51181.716,157128.620,7951432,6428640,2916,1603188,0,0,"Core app process",0.750,"python3",42363.559,282.037,"Core app process",730188
1.250,0.500,98.251,0,1.250,0,0,22802.299,71964.944,7948812,6431256,2916,1603192,0,0,"Core app process",0.500,"python3",42354.555,282.004,"Core app process",736420
1.750,0,98.248,0,3.000,0,0,20110.586,54132.886,7949060,6431004,2916,1603196,0,0,"memory cache",0.500,"python3",42364.128,288.994,"Core app process",737316
0.500,0,98.529,0,2.751,0,64.019,25395.465,73145.501,7949060,6431004,2916,1603196,0,0,"Core app process",0.250,"python3",42383.458,284.084,"Core app process",737444
1.750,0.500,97.250,0,2.750,0,0,42190.148,135326.473,7949060,6431004,2916,1603196,0,0,"Core app process",0.250,"python3",42354.148,284.001,"Core app process",733348
1.500,0.250,97.504,0,4.750,0,0,35913.593,133469.919,7949312,6430752,2916,1603196,0,0,"docker-proxy",0.500,"python3",42376.879,284.013,"Core app process",733100
2.500,0.250,97.249,0,3.750,0,0,24803.839,72368.531,7949312,6430752,2916,1603196,0,0,"Pronghorn Autom",0.750,"python3",42353.726,281.998,"Core app process",732492
0.750,0.250,98.517,0,3.251,0,0,16866.936,48946.520,7949312,6430752,2916,1603196,0,0,"Core app process",0.250,"python3",42367.375,291.051,"Core app process",732252
1.249,0.250,97.956,0,1.000,0,0,25056.764,77161.400,7949312,6430752,2916,1603196,0,0,"Core app process",0.250,"python3",42355.008,281.874,"Core app process",732520
1.500,0.750,97.778,0,0.500,0,0,30950.923,122799.401,7949312,6430752,2916,1603196,0,0,"Core app process",0.250,"python3",42372.215,282.081,"Core app process",732752
2.000,0.250,97.269,0,2.250,0,0,44978.573,149702.533,7949312,6430752,2916,1603196,0,0,"Core app process",0.500,"python3",42362.074,282.054,"Core app process",732700
1.749,0.250,98.216,0,1.000,0,0,22551.151,71703.044,7949312,6430752,2916,1603196,0,0,"Core app process",0.500,"python3",42346.262,288.899,"Core app process",733096
1.250,0.250,97.969,0,1.500,0,0,22429.891,56638.048,7949312,6430752,2916,1603196,0,0,"db",0.500,"python3",42358.574,288.908,"Core app process",732428
1.250,0.250,98.000,0,3.750,0,0,26264.018,73660.050,7956116,6423948,2916,1603196,0,0,"memory cache",0.500,"python3",42386.029,289.000,"Core app process",732448
1.750,0.500,97.252,0,1.250,0,0,41144.757,133358.454,7955920,6424144,2916,1603196,0,0,"docker-proxy",0.500,"python3",42366.780,289.005,"Core app process",732880
1.500,0.750,97.252,0.250,2.250,0,4.000,38182.733,136554.621,7955612,6424452,2916,1603196,0,0,"Core app process",0.500,"python3",42362.813,282.005,"Core app process",732844
1.500,0,98.500,0,4.250,0,4.000,23187.038,71813.119,7955360,6424704,2916,1603196,0,0,"Core app process",0.250,"python3",42365.070,289.000,"Core app process",732444
1.250,0.250,98.250,0,2.500,0,0,17845.957,51409.875,7955360,6424704,2916,1603196,0,0,"Core app process",0.250,"python3",42366.897,281.999,"Core app process",732480
1.250,0.250,97.997,0,0.250,0,0,24399.227,76383.579,7954604,6425460,2916,1603196,0,0,"Core app process",0.250,"python3",42352.658,288.991,"Core app process",733760
0.500,0.750,97.776,0,2.501,0,0,31166.193,123206.391,7953652,6426412,2916,1603196,0,0,"memory cache",0.250,"python3",42374.140,282.074,"Core app process",732684
2.250,0.500,96.750,0,1.750,0,4.000,45616.986,154331.953,7951160,6428904,2916,1603196,0,0,"Core app process",0.750,"python3",42364.987,282.000,"Core app process",732876
4.497,0.500,94.446,0,0.999,0,0,23221.833,72578.847,7943952,6436108,2916,1603200,0,0,"Core app process",3.998,"python3",42338.993,283.839,"Core app process",734744
1.250,0.500,98.271,0,1.250,0,0,20713.371,54471.494,7943952,6436108,2916,1603200,0,0,"Core app process",0.250,"python3",42380.942,289.061,"Core app process",735512
1.250,0.500,98.242,0.250,1.250,0,203.983,25327.833,71629.871,7944204,6435856,2916,1603200,0,0,"Core app process",0.250,"python3",42359.375,281.976,"Core app process",735980
1.250,0.500,97.720,0,1.250,0,0,40699.309,133034.518,7944200,6435856,2916,1603204,0,0,"python3",0.500,"python3",42355.793,288.910,"Core app process",737260
1.999,0.750,97.455,0,1.499,0,0,36067.318,133838.097,7944200,6435856,2916,1603204,0,0,"Core app process",0.250,"python3",42369.403,281.870,"Core app process",737772
1.000,0.250,98.501,0,3.250,0,0,24572.128,73994.387,7944200,6435856,2916,1603204,0,0,"Core app process",0.250,"python3",42363.222,282.001,"Core app process",738796
0.750,0.250,98.279,0,2.751,0,0,16887.033,50306.993,7944200,6435856,2916,1603204,0,0,"Core app process",0.500,"python3",42391.634,282.084,"Core app process",731428
1.500,0.500,98.002,0,1.000,0,0,24448.518,75389.596,7944200,6435856,2916,1603204,0,0,"Core app process",0.250,"python3",42363.897,282.006,"Core app process",730988
1.000,0.500,97.535,0,2.501,0,0,30883.065,121031.362,7944956,6435100,2916,1603204,0,0,"memory cache",0.500,"python3",42388.186,289.104,"Core app process",731064
2.500,0.250,96.764,0,2.250,0,0,44603.616,154588.929,7944956,6435100,2916,1603204,0,0,"Core app process",0.750,"python3",42375.285,282.042,"Core app process",730404
0.750,0.250,98.236,0,2.750,0,0,31730.347,83127.810,7945208,6434848,2916,1603204,0,0,"Core app process",0.250,"python3",42347.790,283.958,"Core app process",730648
2.001,0,98.030,0,1.500,0,114.035,21015.524,54915.047,7945208,6434848,2916,1603204,0,0,"Core app process",0.500,"python3",42373.154,282.088,"Core app process",730708
0.750,0.250,98.249,0,1.750,0,4.000,25601.868,71111.635,7945208,6434848,2916,1603204,0,0,"memory cache",0.500,"python3",42168.783,288.999,"Core app process",730376
2.249,0.250,97.436,0,0.500,0,0,40570.469,131039.306,7954532,6425524,2916,1603204,0,0,"memory cache",0.500,"python3",42155.432,290.810,"Core app process",730544
2.000,0.250,97.753,0,2.750,0,0,36961.222,135462.478,7954532,6425524,2916,1603204,0,0,"memory cache",0.500,"python3",42179.394,282.009,"Core app process",731420
1.750,0.500,97.250,0,2.250,0,0,31645.874,83300.668,7949996,6430060,2916,1603204,0,0,"Pronghorn Autom",1.000,"python3",42172.832,281.999,"Core app process",731152
1.000,0.250,98.499,0,1.000,0,0,17115.889,49981.675,7949492,6430564,2916,1603204,0,0,"python3",0.500,"python3",42181.726,283.998,"Core app process",730644
1.000,0,98.029,0,0.500,0,0,25127.466,80944.050,7949492,6430564,2916,1603204,0,0,"python3",0.500,"python3",42185.534,282.084,"Core app process",730984
2.251,0,97.793,0,1.251,0,0,30985.518,118117.529,7949740,6430312,2916,1603208,0,0,"Core app process",0.250,"python3",42185.404,282.123,"Core app process",730528
1.750,0.500,96.988,0,1.750,0,0,46533.282,155664.873,7950496,6429556,2916,1603208,0,0,"Core app process",0.500,"python3",42167.819,288.964,"Core app process",731584
1.250,0.250,98.220,0,1.999,0,0,28272.247,75822.526,7941804,6438248,2916,1603208,0,0,"Core app process",0.250,"python3",42163.946,281.913,"Core app process",737676
1.250,0,98.005,0,0.250,0,105.005,21540.067,56564.802,7942056,6437996,2916,1603208,0,0,"Core app process",0.500,"python3",42195.090,282.014,"Core app process",738700
1.499,0.250,97.965,0.250,0.750,0,63.977,31236.910,81677.002,7942556,6437492,2916,1603212,0,0,"Core app process",0.250,"python3",42167.029,281.900,"Core app process",738956
1.750,0.500,97.478,0,1.250,0,3.999,39264.953,123893.453,7943564,6436484,2916,1603212,0,0,"python3",0.500,"python3",42164.285,288.933,"Core app process",734720
